customer_id,customer_type,first_transaction,last_transaction,transaction_count,total_amount,avg_amount
2144,regular,2023-04-01,2024-10-31,7,417.24,59.61
2145,regular,2023-02-12,2024-10-25,8,526.73,65.84
2146,premium,2023-02-13,2024-08-27,18,1823.82,101.32
2147,regular,2023-01-25,2024-02-16,6,278.65,46.44
2148,regular,2023-04-04,2024-08-11,8,580.15,72.52
2149,regular,2023-02-16,2024-07-22,11,577.71,52.52
2150,premium,2023-02-04,2024-11-19,26,3412.75,131.26
2151,vip,2023-01-04,2024-11-09,30,17050.69,568.36
2152,regular,2023-02-08,2024-07-17,10,363.56,36.36
2153,regular,2023-12-06,2024-10-23,3,134.17,44.72
2154,regular,2023-01-21,2024-07-27,5,184.23,36.85
2155,regular,2023-03-09,2024-11-10,6,252.14,42.02
2156,regular,2023-10-28,2024-07-22,7,510.99,73.0
2157,premium,2023-01-19,2024-11-02,19,2108.96,111.0
2158,regular,2023-02-27,2024-09-30,6,337.29,56.22
2159,premium,2023-01-26,2024-11-17,22,3272.33,148.74
2160,regular,2023-07-04,2024-08-06,4,198.03,49.51
2161,premium,2023-02-15,2024-08-05,23,4528.51,196.89
2162,vip,2023-01-13,2024-11-09,41,19340.97,471.73
2163,regular,2023-11-13,2024-06-23,5,392.9,78.58
2164,regular,2023-04-03,2023-04-19,2,109.2,54.6
2165,regular,2023-07-11,2024-01-07,4,263.15,65.79
2166,regular,2023-01-23,2024-07-14,5,360.41,72.08
2167,regular,2023-01-27,2024-01-22,5,231.92,46.38
2168,premium,2023-01-18,2024-08-26,23,3284.86,142.82
2169,regular,2023-01-26,2024-11-01,8,178.62,22.33
2170,regular,2023-01-15,2024-10-17,9,601.78,66.86
2171,regular,2023-11-28,2024-11-05,7,501.19,71.6
2172,vip,2023-01-24,2024-11-26,35,17601.97,502.91
2173,regular,2023-01-29,2024-08-31,9,660.96,73.44
2174,regular,2023-02-15,2024-10-17,5,210.75,42.15
2175,regular,2023-02-28,2024-10-28,8,269.31,33.66
2176,regular,2023-01-08,2024-06-01,6,307.53,51.26
2177,vip,2023-01-02,2024-11-07,40,20801.65,520.04
2178,premium,2023-01-10,2024-06-19,17,1926.32,113.31
2179,regular,2024-02-27,2024-10-03,2,162.0,81.0
2180,regular,2023-06-06,2024-11-24,6,496.23,82.71
2181,regular,2023-03-04,2024-11-11,9,233.27,25.92
2182,regular,2023-01-24,2024-11-24,8,357.28,44.66
2183,regular,2023-04-01,2024-07-26,8,690.19,86.27
2184,regular,2023-02-17,2024-10-01,9,820.18,91.13
2185,regular,2023-06-08,2024-11-14,8,168.19,21.02
2186,regular,2023-02-08,2024-11-21,8,536.89,67.11
2187,premium,2023-01-03,2024-10-04,21,2975.97,141.71
2188,regular,2023-03-01,2024-02-08,5,242.84,48.57
2189,regular,2023-02-25,2024-10-17,5,302.08,60.42
2190,regular,2023-05-02,2024-10-14,5,361.72,72.34
2191,regular,2023-03-30,2024-11-14,10,498.78,49.88
2192,regular,2024-03-19,2024-10-10,5,179.89,35.98
2193,regular,2023-02-09,2024-10-26,8,629.62,78.7
2194,regular,2023-02-27,2024-08-03,6,416.25,69.37
2195,regular,2023-04-09,2024-05-07,5,195.53,39.11
2196,regular,2023-03-15,2024-07-15,2,106.59,53.29
2197,regular,2023-07-19,2024-08-29,4,160.69,40.17
2198,regular,2023-01-29,2024-09-25,7,259.54,37.08
2199,vip,2023-01-05,2024-11-21,36,24794.28,688.73
2200,regular,2024-04-01,2024-11-10,6,381.18,63.53
2201,premium,2023-01-26,2024-11-22,17,3454.22,203.19
2202,premium,2023-01-03,2024-09-29,17,1807.76,106.34
2203,regular,2023-04-22,2024-11-06,6,177.34,29.56
2204,regular,2023-07-18,2024-11-26,6,359.14,59.86
2205,premium,2023-01-29,2024-11-05,31,4200.2,135.49
2206,regular,2023-03-20,2024-11-16,8,485.39,60.67
2207,regular,2023-09-15,2024-10-09,3,138.66,46.22
2208,regular,2023-04-19,2024-08-23,7,323.86,46.27
2209,regular,2023-07-19,2024-09-29,10,537.48,53.75
2210,regular,2023-01-03,2024-10-14,4,135.8,33.95
2211,regular,2023-05-12,2024-01-26,3,219.54,73.18
2212,premium,2023-03-17,2024-09-09,20,2178.16,108.91
2213,regular,2023-01-06,2024-11-21,9,543.35,60.37
2214,regular,2023-03-22,2024-04-30,5,233.47,46.69
2215,vip,2023-01-06,2024-11-19,35,20507.01,585.91
2216,premium,2023-02-21,2024-11-06,20,2666.81,133.34
2217,regular,2023-02-19,2024-10-06,5,339.72,67.94
2218,regular,2023-06-10,2024-07-20,6,369.21,61.53
2219,regular,2023-05-12,2024-08-09,5,187.81,37.56
2220,regular,2023-05-20,2024-05-18,6,73.54,12.26
2221,regular,2023-03-06,2024-11-16,7,336.35,48.05
2222,premium,2023-01-17,2024-10-31,20,2744.71,137.24
2223,vip,2023-01-19,2024-11-21,45,16481.2,366.25
2224,premium,2023-01-26,2024-11-15,21,2155.69,102.65
2225,regular,2023-01-26,2024-05-06,5,174.14,34.83
2226,regular,2023-01-08,2024-10-14,5,372.07,74.41
2227,regular,2023-04-20,2024-09-27,3,115.8,38.6
2228,regular,2023-11-16,2024-11-19,4,41.01,10.25
2229,regular,2023-04-14,2023-12-23,7,408.56,58.37
2230,regular,2023-04-16,2024-06-27,7,532.85,76.12
2231,regular,2023-06-26,2024-07-23,9,468.16,52.02
2232,premium,2023-01-18,2024-11-17,24,2966.24,123.59
2233,regular,2023-03-23,2024-09-18,5,220.25,44.05
2234,vip,2023-05-08,2024-11-22,35,15547.68,444.22
2235,regular,2023-01-13,2024-03-18,7,291.9,41.7
2236,regular,2023-05-08,2024-07-30,5,250.63,50.13
2237,regular,2023-02-10,2024-09-29,7,455.02,65.0
2238,regular,2023-03-29,2024-11-11,4,322.3,80.58
2239,regular,2023-04-11,2024-11-23,6,278.97,46.49
2240,regular,2023-07-28,2024-11-24,7,566.21,80.89
2241,regular,2023-05-15,2024-05-17,8,452.74,56.59
2242,regular,2023-01-14,2024-10-02,8,489.45,61.18
2243,regular,2023-03-11,2023-12-30,3,214.55,71.52
2244,regular,2023-03-02,2024-09-23,5,213.0,42.6
2245,regular,2023-06-14,2023-09-04,4,275.62,68.91
2246,regular,2023-01-10,2024-10-19,10,531.42,53.14
2247,regular,2023-01-07,2024-11-14,5,226.71,45.34
2248,premium,2023-01-06,2024-10-30,17,2169.71,127.63
2249,regular,2023-03-27,2024-08-07,6,391.48,65.25
2250,regular,2023-02-04,2024-09-27,10,491.63,49.16
2251,regular,2023-01-13,2024-08-12,5,317.62,63.52
2252,regular,2023-03-03,2024-07-09,7,116.84,16.69
2253,regular,2023-01-09,2024-11-13,10,279.6,27.96
2254,regular,2023-01-18,2024-02-05,4,254.08,63.52
2255,premium,2023-01-12,2024-09-13,19,2255.3,118.7
2256,regular,2023-10-02,2024-07-02,4,264.88,66.22
2257,regular,2023-02-12,2024-09-01,12,445.39,37.12
2258,regular,2023-08-08,2024-04-02,6,221.48,36.91
2259,premium,2023-01-26,2024-11-02,26,3733.75,143.61
2260,regular,2024-02-26,2024-09-30,2,88.14,44.07
2261,regular,2023-06-18,2024-06-29,7,438.2,62.6
2262,regular,2023-03-08,2023-12-15,6,206.77,34.46
2263,regular,2023-04-03,2024-05-15,7,361.13,51.59
2264,regular,2023-01-14,2024-10-29,8,482.18,60.27
2265,premium,2023-02-04,2024-11-05,24,3554.46,148.1
2266,regular,2023-11-20,2024-09-06,5,409.18,81.84
2267,regular,2023-01-20,2024-11-07,11,518.75,47.16
2268,premium,2023-01-22,2024-10-04,26,4616.32,177.55
2269,regular,2023-06-27,2024-11-26,7,150.75,21.54
2270,regular,2023-03-10,2024-10-02,7,337.71,48.24
2271,premium,2023-03-03,2024-10-08,14,2667.92,190.57
2272,regular,2023-03-20,2024-11-25,6,341.84,56.97
2273,regular,2023-07-22,2024-10-21,4,309.08,77.27
2274,premium,2023-03-03,2024-10-14,15,2123.48,141.57
2275,regular,2023-01-04,2024-09-25,10,524.09,52.41
2276,premium,2023-01-09,2024-11-25,23,3141.11,136.57
2277,regular,2023-09-18,2024-08-22,4,290.35,72.59
2278,premium,2023-02-02,2024-11-15,18,1908.73,106.04
2279,regular,2023-07-03,2024-11-12,3,114.17,38.06
2280,regular,2023-06-18,2024-08-05,5,161.79,32.36
2281,vip,2023-02-03,2024-11-13,28,20197.77,721.35
2282,premium,2023-03-04,2024-11-16,20,1133.65,56.68
2283,vip,2023-01-11,2024-11-25,39,14635.47,375.27
2284,regular,2023-07-04,2024-11-26,4,137.35,34.34
2285,regular,2023-01-12,2024-04-27,10,399.48,39.95
2286,regular,2023-05-15,2024-04-18,3,134.9,44.97
2287,regular,2023-01-07,2023-09-27,4,277.32,69.33
2288,premium,2023-05-31,2024-11-19,19,2923.75,153.88
2289,regular,2023-03-30,2024-08-08,10,614.21,61.42
2290,regular,2023-03-09,2024-03-02,4,123.19,30.8
2291,premium,2023-03-06,2024-11-22,17,1885.37,110.9
2292,regular,2023-09-09,2023-10-06,3,124.34,41.45
2293,regular,2023-01-23,2024-07-31,7,424.69,60.67
2294,regular,2023-01-08,2024-10-08,13,1177.97,90.61
2295,regular,2023-06-14,2024-09-26,6,263.52,43.92
2296,regular,2023-09-18,2024-11-25,5,195.88,39.18
2297,regular,2023-03-05,2024-08-17,5,287.54,57.51
2298,regular,2023-06-28,2024-01-30,5,228.21,45.64
2299,premium,2023-01-17,2024-09-12,18,3509.04,194.95
2300,premium,2023-02-23,2024-11-04,13,2039.14,156.86
2301,regular,2023-03-02,2024-06-01,10,547.55,54.76
2302,regular,2023-03-10,2024-09-24,6,263.63,43.94
2303,regular,2023-01-02,2024-10-01,7,287.33,41.05
2304,regular,2023-12-30,2024-05-03,4,297.8,74.45
2305,regular,2023-02-10,2024-10-12,6,464.73,77.45
2306,vip,2023-01-13,2024-11-17,44,26050.9,592.07
2307,regular,2023-03-19,2024-11-17,6,527.07,87.84
2308,premium,2023-01-23,2024-11-16,19,3069.05,161.53
2309,vip,2023-01-02,2024-11-20,40,25225.05,630.63
2310,regular,2023-12-11,2024-10-02,7,466.05,66.58
2311,regular,2023-02-12,2024-10-11,5,181.48,36.3
2312,premium,2023-01-21,2024-11-07,14,1846.77,131.91
2313,regular,2023-01-30,2024-09-23,6,230.43,38.4
2314,regular,2023-01-17,2024-09-11,8,588.83,73.6
2315,regular,2023-02-27,2024-09-13,6,195.09,32.52
2316,regular,2023-04-09,2024-11-09,6,268.34,44.72
2317,premium,2023-01-04,2024-11-05,18,3505.77,194.76
2318,regular,2023-08-09,2024-10-07,6,373.73,62.29
2319,regular,2023-01-04,2024-10-08,7,225.12,32.16
2320,regular,2023-03-05,2024-07-06,6,435.53,72.59
2321,premium,2023-01-05,2024-11-22,16,2586.17,161.64
2322,regular,2023-10-03,2024-10-10,3,155.9,51.97
2323,regular,2023-03-16,2024-11-25,8,255.74,31.97
2324,regular,2023-03-10,2024-10-29,4,262.09,65.52
2325,regular,2023-12-19,2024-10-29,6,254.5,42.42
2326,premium,2023-02-12,2024-11-18,15,2153.93,143.6
2327,regular,2023-07-31,2024-08-29,6,234.64,39.11
2328,regular,2023-01-03,2024-11-24,8,651.48,81.43
2329,regular,2023-02-01,2024-10-04,8,436.49,54.56
2330,regular,2023-01-13,2024-09-17,7,510.66,72.95
2331,regular,2023-04-20,2024-08-19,8,269.17,33.65
2332,regular,2023-08-17,2024-07-03,5,162.07,32.41
2333,premium,2023-01-10,2024-10-06,20,2572.62,128.63
2334,regular,2023-01-31,2024-06-19,6,437.64,72.94
2335,regular,2023-05-24,2024-08-21,5,82.34,16.47
2336,vip,2023-01-14,2024-11-24,37,18444.41,498.5
2337,regular,2023-02-13,2024-05-30,8,479.77,59.97
2338,premium,2023-01-15,2024-11-26,23,2657.01,115.52
2339,regular,2023-02-09,2024-10-23,9,329.35,36.59
2340,regular,2023-01-10,2024-09-06,7,384.73,54.96
2341,regular,2023-07-10,2024-04-16,3,107.98,35.99
2342,regular,2023-01-21,2024-05-08,7,497.76,71.11
2343,regular,2023-03-14,2023-12-28,4,323.06,80.77
2344,regular,2023-11-12,2023-11-12,1,16.08,16.08
2345,premium,2023-04-07,2024-10-29,26,4108.18,158.01
2346,premium,2023-03-01,2024-11-12,20,2987.05,149.35
2347,regular,2023-02-20,2024-09-27,5,83.74,16.75
2348,regular,2023-02-14,2024-09-18,9,489.08,54.34
2349,regular,2024-01-07,2024-09-18,4,198.66,49.67
2350,regular,2023-02-10,2024-06-08,9,405.23,45.03
2351,premium,2023-03-07,2024-11-17,22,3326.66,151.21
2352,regular,2023-02-28,2024-11-04,7,197.15,28.16
2353,premium,2023-03-27,2024-10-31,21,3475.22,165.49
2354,premium,2023-01-29,2024-11-04,20,3770.82,188.54
2355,premium,2023-01-22,2024-11-15,23,3335.57,145.02
2356,regular,2023-04-23,2023-12-08,3,111.96,37.32
2357,regular,2023-02-23,2024-10-16,9,496.88,55.21
2358,regular,2023-07-06,2024-04-27,6,554.64,92.44
2359,premium,2023-01-25,2024-11-13,17,2367.93,139.29
2360,regular,2023-10-01,2024-06-28,6,345.14,57.52
2361,premium,2023-01-22,2024-11-23,16,2661.34,166.33
2362,premium,2023-02-06,2024-10-25,17,2188.82,128.75
2363,vip,2023-01-24,2024-11-17,41,22038.96,537.54
2364,regular,2023-06-11,2024-08-28,5,228.52,45.7
2365,regular,2023-02-19,2024-10-20,7,351.39,50.2
2366,regular,2023-09-22,2024-06-15,4,65.66,16.42
2367,regular,2023-03-18,2024-11-19,10,331.09,33.11
2368,vip,2023-01-16,2024-11-13,42,15753.9,375.09
2369,regular,2023-09-10,2024-11-04,4,124.42,31.1
2370,premium,2023-01-11,2024-11-17,20,2456.02,122.8
2371,regular,2023-02-23,2024-11-24,4,342.09,85.52
2372,regular,2023-01-08,2024-06-10,6,493.9,82.32
2373,regular,2023-05-23,2024-09-08,6,279.49,46.58
2374,regular,2023-06-13,2024-11-23,6,298.28,49.71
2375,premium,2023-01-24,2024-11-08,27,4609.19,170.71
2376,regular,2023-01-29,2024-10-05,6,305.38,50.9
2377,regular,2023-06-04,2024-08-16,7,412.92,58.99
2378,regular,2023-01-23,2023-10-03,4,205.34,51.34
2379,regular,2023-02-04,2024-08-05,7,330.77,47.25
2380,regular,2023-03-03,2024-03-12,7,497.39,71.06
2381,regular,2023-03-02,2024-09-15,9,453.65,50.41
2382,regular,2023-05-03,2024-02-09,5,243.39,48.68
2383,regular,2023-08-22,2024-05-11,5,292.12,58.42
2384,regular,2023-03-22,2024-08-12,6,344.33,57.39
2385,regular,2023-08-02,2024-06-20,4,143.9,35.98
2386,regular,2023-05-23,2024-02-05,4,289.02,72.26
2387,premium,2023-03-11,2024-11-02,17,2437.13,143.36
2388,regular,2024-04-05,2024-11-15,3,166.92,55.64
2389,regular,2023-04-22,2024-08-22,6,440.98,73.5
2390,vip,2023-01-12,2024-11-11,45,22273.68,494.97
2391,premium,2023-03-13,2024-11-03,16,2962.05,185.13
2392,regular,2023-06-04,2024-11-21,6,494.54,82.42
2393,regular,2023-02-19,2024-11-10,6,224.42,37.4
2394,regular,2023-07-07,2024-11-04,7,221.17,31.6
2395,regular,2023-03-02,2024-11-25,7,404.74,57.82
2396,regular,2023-02-24,2024-08-12,8,395.77,49.47
2397,premium,2023-04-13,2024-11-07,15,1932.17,128.81
2398,vip,2023-01-16,2024-11-04,36,8593.64,238.71
2399,regular,2023-09-04,2024-09-22,2,91.5,45.75
2400,vip,2023-01-15,2024-10-31,48,22109.88,460.62
2401,regular,2023-03-13,2024-09-26,6,150.34,25.06
2402,regular,2023-01-28,2024-11-26,5,236.45,47.29
2403,regular,2023-03-16,2024-11-20,6,358.04,59.67
2404,regular,2023-01-31,2024-07-01,2,82.17,41.09
2405,regular,2023-05-14,2024-02-11,7,282.03,40.29
2406,regular,2023-05-13,2024-11-03,7,368.62,52.66
2407,regular,2023-05-01,2024-10-06,4,200.31,50.08
2408,premium,2023-01-24,2024-11-01,16,3151.01,196.94
2409,regular,2023-05-19,2024-06-11,6,338.88,56.48
2410,premium,2023-01-10,2024-11-24,20,3293.46,164.67
2411,regular,2023-02-04,2024-08-19,5,184.56,36.91
2412,premium,2023-04-04,2024-10-21,13,1612.47,124.04
2413,regular,2023-01-12,2024-06-24,5,374.57,74.91
2414,regular,2024-03-05,2024-06-17,4,226.57,56.64
2415,vip,2023-01-07,2024-11-14,32,17781.94,555.69
2416,premium,2023-01-10,2024-11-18,25,3585.09,143.4
2417,regular,2023-01-06,2024-07-09,7,597.13,85.3
2418,vip,2023-01-11,2024-11-25,39,15083.63,386.76
2419,regular,2023-02-17,2024-01-15,4,163.11,40.78
2420,premium,2023-01-13,2024-10-15,21,3579.79,170.47
2421,regular,2023-01-25,2023-09-08,5,189.9,37.98
2422,regular,2023-05-26,2024-11-11,6,212.68,35.45
2423,premium,2023-01-22,2024-11-20,19,3640.17,191.59
2424,regular,2023-01-23,2023-10-13,3,100.45,33.48
2425,regular,2023-04-05,2024-06-08,7,345.5,49.36
2426,regular,2023-02-14,2024-05-10,6,186.17,31.03
2427,regular,2023-12-21,2024-09-05,2,131.57,65.78
2428,regular,2023-04-10,2024-11-18,5,387.22,77.44
2429,regular,2023-04-29,2024-08-13,5,161.6,32.32
2430,regular,2023-05-14,2024-02-17,3,164.79,54.93
2431,regular,2024-03-05,2024-10-03,2,81.0,40.5
2432,regular,2023-02-14,2024-05-08,5,137.43,27.49
2433,premium,2023-01-17,2024-09-15,25,3648.16,145.93
2434,regular,2023-01-27,2024-07-19,7,223.86,31.98
2435,regular,2023-03-06,2024-07-22,5,295.76,59.15
2436,regular,2024-02-07,2024-11-03,6,276.14,46.02
2437,regular,2023-03-11,2024-09-14,6,153.08,25.51
2438,regular,2023-04-19,2024-05-30,7,227.93,32.56
2439,premium,2023-01-12,2024-11-03,20,3690.4,184.52
2440,premium,2023-02-11,2024-11-24,20,2910.9,145.55
2441,regular,2023-04-09,2024-11-07,6,136.05,22.67
2442,regular,2023-02-02,2024-05-11,4,170.95,42.74
2443,regular,2023-04-06,2024-05-29,5,243.17,48.63
2444,premium,2023-01-16,2024-09-30,21,3220.83,153.37
2445,regular,2023-05-30,2024-09-16,5,198.38,39.68
2446,regular,2023-02-14,2024-11-21,7,282.49,40.36
2447,premium,2023-01-19,2024-06-30,18,2590.5,143.92
2448,regular,2023-03-22,2024-11-18,5,299.86,59.97
2449,premium,2023-01-12,2024-09-11,19,4060.22,213.7
2450,regular,2023-01-25,2024-08-25,9,603.78,67.09
2451,premium,2023-02-26,2024-10-11,23,3990.34,173.49
2452,regular,2023-04-16,2024-08-06,4,267.76,66.94
2453,regular,2023-01-02,2024-08-28,7,410.39,58.63
2454,premium,2023-02-09,2024-10-21,20,2850.23,142.51
2455,regular,2023-01-20,2024-09-29,4,156.44,39.11
2456,premium,2023-01-16,2024-10-03,22,3040.75,138.22
2457,premium,2023-01-08,2024-11-09,18,2537.74,140.99
2458,premium,2023-01-14,2024-11-13,22,2290.6,104.12
2459,regular,2023-01-07,2024-06-13,6,464.58,77.43
2460,regular,2023-08-07,2024-11-24,4,151.13,37.78
2461,regular,2023-06-11,2024-11-16,8,264.29,33.04
2462,regular,2023-02-23,2024-09-16,10,488.64,48.86
2463,regular,2023-03-22,2024-10-12,8,269.67,33.71
2464,premium,2023-01-07,2024-11-20,27,4102.74,151.95
2465,premium,2023-01-14,2024-06-07,17,2076.38,122.14
2466,regular,2023-04-19,2024-09-19,7,167.96,23.99
2467,regular,2023-04-05,2024-10-16,8,424.64,53.08
2468,regular,2023-01-10,2024-09-04,7,300.15,42.88
2469,regular,2023-07-01,2024-08-29,12,740.78,61.73
2470,premium,2023-01-03,2024-11-02,21,2321.72,110.56
2471,regular,2023-04-01,2024-06-07,5,364.97,72.99
2472,regular,2023-02-19,2024-10-03,5,401.25,80.25
2473,premium,2023-01-23,2024-08-03,19,3378.19,177.8
2474,regular,2023-05-17,2024-06-08,5,266.2,53.24
2475,regular,2023-05-06,2024-11-12,6,289.85,48.31
2476,premium,2023-01-15,2024-08-01,16,1439.67,89.98
2477,regular,2023-06-10,2024-11-17,8,536.85,67.11
2478,premium,2023-01-19,2024-09-11,19,3619.93,190.52
2479,premium,2023-05-04,2024-09-20,17,2285.67,134.45
2480,regular,2023-01-02,2024-08-06,6,232.04,38.67
2481,regular,2023-02-23,2024-03-12,7,307.37,43.91
2482,regular,2023-02-08,2024-11-12,7,265.97,38.0
2483,regular,2023-03-09,2024-09-26,5,262.71,52.54
2484,premium,2023-02-07,2024-11-13,25,2193.88,87.76
2485,premium,2023-02-07,2024-10-18,20,3151.1,157.55
2486,premium,2023-01-19,2024-11-22,15,1756.96,117.13
2487,vip,2023-01-08,2024-11-24,41,22152.95,540.32
2488,regular,2023-04-20,2024-06-09,6,374.74,62.46
2489,regular,2023-01-27,2024-11-15,5,218.46,43.69
2490,regular,2023-01-07,2024-11-07,9,606.77,67.42
2491,regular,2023-01-18,2024-09-22,8,364.37,45.55
2492,regular,2023-03-14,2024-09-16,8,327.11,40.89
2493,premium,2023-01-12,2024-10-25,13,1427.73,109.83
2494,regular,2023-03-14,2024-11-19,7,229.35,32.76
2495,regular,2023-03-22,2024-09-26,3,100.23,33.41
2496,regular,2024-01-03,2024-08-25,5,149.47,29.89
2497,vip,2023-01-09,2024-11-02,37,14028.37,379.15
2498,premium,2023-01-13,2024-11-26,19,3373.49,177.55
2499,regular,2023-02-16,2024-09-19,7,307.7,43.96
2500,premium,2023-04-16,2024-11-18,17,2983.84,175.52
2501,premium,2023-02-06,2024-11-03,19,2572.62,135.4
2502,vip,2023-02-11,2024-11-09,35,17640.36,504.01
2503,regular,2023-01-30,2024-05-30,9,387.98,43.11
2504,regular,2023-02-17,2024-11-15,8,555.5,69.44
2505,premium,2023-01-16,2024-09-13,21,3553.93,169.23
2506,premium,2023-02-05,2024-09-25,18,3672.88,204.05
2507,vip,2023-01-13,2024-11-26,48,26486.34,551.8
2508,regular,2023-03-28,2024-11-15,5,338.59,67.72
2509,premium,2023-01-21,2024-10-25,19,2563.11,134.9
2510,premium,2023-02-22,2024-11-03,19,2339.81,123.15
2511,premium,2023-01-13,2024-10-06,20,2408.88,120.44
2512,regular,2023-04-22,2024-07-30,6,99.99,16.67
2513,regular,2023-10-01,2024-10-04,5,246.38,49.28
2514,regular,2023-01-30,2024-10-22,8,423.96,53.0
2515,regular,2023-03-16,2024-09-12,5,205.12,41.02
2516,premium,2023-01-24,2024-10-24,17,3013.63,177.27
2517,regular,2023-04-04,2024-04-25,5,177.26,35.45
2518,regular,2023-03-31,2024-08-20,5,344.02,68.8
2519,premium,2023-01-12,2024-10-29,24,3745.12,156.05
2520,regular,2023-02-17,2024-06-08,5,236.63,47.33
2521,regular,2023-01-23,2024-04-26,6,313.91,52.32
2522,regular,2023-08-03,2024-11-19,4,174.76,43.69
2523,regular,2023-07-10,2024-01-29,3,199.47,66.49
2524,regular,2023-03-05,2024-11-14,8,290.78,36.35
2525,regular,2023-01-09,2024-10-24,6,221.55,36.93
2526,regular,2023-01-15,2024-09-02,3,204.24,68.08
2527,regular,2023-01-08,2023-07-16,5,439.8,87.96
2528,regular,2023-02-03,2024-07-20,5,302.24,60.45
2529,regular,2023-11-17,2024-11-19,5,285.65,57.13
2530,regular,2023-05-04,2024-10-02,7,495.7,70.81
2531,regular,2023-03-01,2024-03-30,4,320.13,80.03
2532,regular,2023-06-10,2024-11-23,5,248.84,49.77
2533,premium,2023-01-06,2024-10-17,26,3982.56,153.18
2534,regular,2023-07-12,2023-07-12,1,10.0,10.0
2535,premium,2023-02-23,2024-10-27,24,4073.51,169.73
2536,vip,2023-01-14,2024-11-21,38,21094.11,555.11
2537,regular,2023-01-25,2024-11-06,7,474.26,67.75
2538,premium,2023-03-08,2024-10-13,17,2154.18,126.72
2539,premium,2023-01-03,2024-11-10,14,2378.99,169.93
2540,premium,2023-01-18,2024-10-07,21,2919.79,139.04
2541,regular,2023-03-11,2024-07-27,5,289.72,57.94
2542,regular,2023-04-05,2024-08-05,7,308.49,44.07
2543,regular,2024-04-30,2024-10-30,3,252.74,84.25
2544,regular,2023-03-11,2024-05-17,7,348.2,49.74
2545,regular,2023-01-27,2024-10-13,8,150.63,18.83
2546,regular,2023-08-22,2024-08-27,5,358.2,71.64
2547,regular,2023-02-18,2024-10-31,3,93.31,31.1
2548,regular,2023-07-15,2024-06-16,6,407.49,67.91
2549,premium,2023-03-28,2024-10-15,18,3397.27,188.74
2550,premium,2023-01-23,2024-11-01,28,4947.02,176.68
2551,premium,2023-01-25,2024-11-03,20,2258.77,112.94
2552,premium,2023-02-05,2024-11-05,17,2469.6,145.27
2553,regular,2023-02-11,2024-07-07,2,92.16,46.08
2554,regular,2023-04-08,2024-03-24,7,223.55,31.94
2555,regular,2023-08-15,2023-08-15,1,54.04,54.04
2556,regular,2024-01-27,2024-11-13,4,196.04,49.01
2557,regular,2023-10-05,2024-07-25,5,93.04,18.61
2558,regular,2023-01-28,2024-05-26,9,516.8,57.42
2559,vip,2023-02-17,2024-11-06,34,25098.48,738.19
2560,premium,2023-03-17,2024-09-09,22,2153.14,97.87
2561,premium,2023-01-09,2024-11-11,25,3144.16,125.77
2562,regular,2023-04-20,2024-10-23,6,519.24,86.54
2563,vip,2023-02-10,2024-10-29,39,9386.3,240.67
2564,vip,2023-01-08,2024-11-01,40,28069.59,701.74
2565,regular,2023-02-08,2023-10-22,4,296.1,74.03
2566,regular,2023-04-17,2024-11-02,4,227.44,56.86
2567,vip,2023-01-11,2024-11-22,44,17816.77,404.93
2568,regular,2023-11-01,2024-02-03,4,146.82,36.71
2569,regular,2023-01-28,2024-05-30,9,285.35,31.71
2570,regular,2023-03-15,2024-10-29,5,261.02,52.2
2571,regular,2023-02-13,2024-10-24,10,596.71,59.67
2572,regular,2023-07-21,2024-07-29,5,254.17,50.83
2573,regular,2024-02-18,2024-06-20,4,184.27,46.07
2574,premium,2023-01-12,2024-11-07,18,2063.9,114.66
2575,premium,2023-01-11,2024-10-27,15,2027.38,135.16
2576,regular,2023-03-05,2024-07-09,7,337.03,48.15
2577,premium,2023-03-11,2024-10-16,19,4247.31,223.54
2578,premium,2023-05-08,2024-09-04,19,2596.97,136.68
2579,regular,2023-04-16,2024-09-30,7,288.35,41.19
2580,regular,2023-02-08,2024-09-25,9,525.03,58.34
2581,regular,2023-09-17,2024-11-21,8,291.13,36.39
2582,regular,2023-02-21,2024-11-26,8,279.82,34.98
2583,vip,2023-01-28,2024-11-08,34,9840.2,289.42
2584,regular,2023-02-15,2024-09-03,5,124.92,24.98
2585,regular,2023-03-09,2024-09-28,5,322.41,64.48
2586,regular,2023-03-09,2024-10-22,8,487.36,60.92
2587,premium,2023-03-22,2024-10-12,23,3218.52,139.94
2588,regular,2024-02-19,2024-09-11,2,113.08,56.54
2589,regular,2023-09-28,2024-10-21,3,109.62,36.54
2590,premium,2023-01-19,2024-11-17,17,3496.65,205.69
2591,regular,2023-04-26,2024-02-26,2,59.99,30.0
2592,regular,2023-08-20,2024-11-23,8,418.32,52.29
2593,regular,2023-02-21,2024-06-20,2,96.2,48.1
2594,regular,2023-04-22,2024-07-10,8,235.9,29.49
2595,regular,2023-07-03,2024-08-26,8,428.87,53.61
2596,premium,2023-01-03,2024-10-28,24,3037.81,126.58
2597,regular,2023-08-18,2024-07-03,3,127.19,42.4
2598,premium,2023-04-28,2024-10-29,20,3059.3,152.97
2599,regular,2023-05-10,2024-10-31,7,450.72,64.39
2600,regular,2023-03-07,2024-08-09,3,94.02,31.34
2601,premium,2023-02-21,2024-11-16,24,2145.17,89.38
2602,regular,2024-09-03,2024-11-04,2,102.57,51.28
2603,regular,2023-02-19,2024-10-17,7,259.08,37.01
