customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_segment,is_high_value,segment_category
1106,251,8,536.36,1,3,4,134,1,At Risk
1107,164,6,198.85,1,2,1,121,0,Lost
1108,139,7,345.83,2,3,3,233,0,At Risk
1109,154,8,383.73,1,3,3,133,1,At Risk
1110,59,4,389.81,3,1,3,313,1,Others
1111,121,5,319.72,2,2,3,223,0,Lost
1112,39,26,4956.3,4,5,5,455,1,Champions
1113,67,23,2140.05,3,5,4,354,1,Potential Loyalists
1114,51,11,566.23,3,4,4,344,1,Potential Loyalists
1115,15,5,156.25,5,2,1,521,0,New Customers
1116,308,3,52.01,1,1,1,111,0,Lost
1117,2,4,241.54,5,1,2,512,0,New Customers
1118,17,19,2982.32,4,5,5,455,1,Champions
1119,47,26,3629.81,3,5,5,355,1,Potential Loyalists
1120,3,5,325.1,5,2,3,523,0,New Customers
1121,56,7,301.2,3,3,2,332,0,Others
1122,85,6,442.16,2,2,3,223,1,Lost
1123,27,42,22612.52,4,5,5,455,1,Champions
1124,111,7,381.47,2,3,3,233,1,At Risk
1125,36,21,3278.31,4,5,5,455,1,Champions
1126,335,1,46.65,1,1,1,111,0,Lost
1127,17,4,171.5,4,1,1,411,0,New Customers
1128,63,4,120.72,3,1,1,311,0,Others
1129,51,7,281.42,3,3,2,332,0,Others
1130,98,7,411.77,2,3,3,233,1,At Risk
1131,119,3,93.58,2,1,1,211,0,Lost
1132,93,6,248.25,2,2,2,222,0,Lost
1133,36,13,748.61,4,4,4,444,1,Champions
1134,111,7,277.72,2,3,2,232,0,At Risk
1135,7,5,119.59,5,2,1,521,0,New Customers
1136,39,8,231.57,4,3,2,432,0,Loyal Customers
1137,35,7,280.31,4,3,2,432,0,Loyal Customers
1138,35,5,396.44,4,2,3,423,1,New Customers
1139,113,5,235.4,2,2,2,222,0,Lost
1140,50,4,198.46,3,1,1,311,0,Others
1141,241,5,244.83,1,2,2,122,0,Lost
1142,37,14,2561.78,4,4,4,444,1,Champions
1143,70,20,4481.6,3,5,5,355,1,Potential Loyalists
1144,12,14,1694.55,5,4,4,544,1,Champions
1145,205,4,151.53,1,1,1,111,0,Lost
1146,179,5,159.07,1,2,1,121,0,Lost
1147,43,12,543.49,3,4,4,344,1,Potential Loyalists
1148,11,20,2816.87,5,5,5,555,1,Champions
1149,34,24,4104.69,4,5,5,455,1,Champions
1150,267,3,157.12,1,1,1,111,0,Lost
1151,132,8,372.47,2,3,3,233,0,At Risk
1152,32,10,436.47,4,4,3,443,1,Loyal Customers
1153,12,18,1816.37,5,4,4,544,1,Champions
1154,27,10,453.84,4,4,3,443,1,Loyal Customers
1155,29,10,539.07,4,4,4,444,1,Champions
1156,4,37,20358.66,5,5,5,555,1,Champions
1157,39,18,2224.1,4,4,4,444,1,Champions
1158,48,3,232.86,3,1,2,312,0,Others
1159,9,23,4314.45,5,5,5,555,1,Champions
1160,100,5,234.0,2,2,2,222,0,Lost
1161,11,23,3335.74,5,5,5,555,1,Champions
1162,21,4,263.34,4,1,2,412,0,New Customers
1163,71,3,135.03,3,1,1,311,0,Others
1164,123,22,4092.46,2,5,5,255,1,At Risk
1165,70,10,515.69,3,4,4,344,1,Potential Loyalists
1166,8,5,156.28,5,2,1,521,0,New Customers
1167,9,5,229.83,5,2,2,522,0,New Customers
1168,29,6,349.08,4,2,3,423,0,New Customers
1169,2,17,2137.78,5,4,4,544,1,Champions
1170,162,5,288.13,1,2,2,122,0,Lost
1171,84,20,3935.8,2,5,5,255,1,At Risk
1172,5,14,1873.42,5,4,4,544,1,Champions
1173,110,2,109.76,2,1,1,211,0,Lost
1174,30,4,109.39,4,1,1,411,0,New Customers
1175,257,5,187.98,1,2,1,121,0,Lost
1176,25,34,20966.72,4,5,5,455,1,Champions
1177,59,24,3305.91,3,5,5,355,1,Potential Loyalists
1178,5,5,428.38,5,2,3,523,1,New Customers
1179,255,8,728.74,1,3,4,134,1,At Risk
1180,14,3,181.29,5,1,1,511,0,New Customers
1181,47,5,146.5,3,2,1,321,0,Others
1182,77,2,127.52,2,1,1,211,0,Lost
1183,24,41,16436.86,4,5,5,455,1,Champions
1184,13,18,3587.72,5,4,5,545,1,Champions
1185,171,6,330.93,1,2,3,123,0,Lost
1186,116,6,254.27,2,2,2,222,0,Lost
1187,258,7,453.91,1,3,3,133,1,At Risk
1188,57,4,177.01,3,1,1,311,0,Others
1189,20,23,3378.53,4,5,5,455,1,Champions
1190,15,7,118.26,5,3,1,531,0,Loyal Customers
1191,120,3,259.47,2,1,2,212,0,Lost
1192,82,25,4165.68,2,5,5,255,1,At Risk
1193,79,9,394.2,2,4,3,243,1,At Risk
1194,42,3,163.99,3,1,1,311,0,Others
1195,351,4,295.95,1,1,2,112,0,Lost
1196,100,5,227.88,2,2,2,222,0,Lost
1197,79,7,168.18,2,3,1,231,0,At Risk
1198,6,44,24370.15,5,5,5,555,1,Champions
1199,146,5,257.52,1,2,2,122,0,Lost
1200,73,6,332.86,3,2,3,323,0,Others
1201,63,29,3341.92,3,5,5,355,1,Potential Loyalists
1202,183,5,241.97,1,2,2,122,0,Lost
1203,82,8,280.77,2,3,2,232,0,At Risk
1204,168,7,466.88,1,3,3,133,1,At Risk
1205,74,19,2793.8,3,5,5,355,1,Potential Loyalists
1206,46,17,2937.5,3,4,5,345,1,Potential Loyalists
1207,193,7,346.46,1,3,3,133,0,At Risk
1208,114,8,451.01,2,3,3,233,1,At Risk
1209,65,9,508.25,3,4,4,344,1,Potential Loyalists
1210,54,4,210.74,3,1,2,312,0,Others
1211,65,7,352.98,3,3,3,333,0,Others
1212,36,22,2786.77,4,5,5,455,1,Champions
1213,139,3,195.19,2,1,1,211,0,Lost
1214,91,16,2797.46,2,4,5,245,1,At Risk
1215,67,23,3667.2,3,5,5,355,1,Potential Loyalists
1216,67,10,252.2,3,4,2,342,0,Others
1217,17,19,3647.86,4,5,5,455,1,Champions
1218,16,20,4720.67,5,5,5,555,1,Champions
1219,115,4,297.92,2,1,2,212,0,Lost
1220,44,23,3732.24,3,5,5,355,1,Potential Loyalists
1221,150,7,326.94,1,3,3,133,0,At Risk
1222,14,17,2061.28,5,4,4,544,1,Champions
1223,117,5,216.67,2,2,2,222,0,Lost
1224,72,4,109.26,3,1,1,311,0,Others
1225,43,8,410.84,3,3,3,333,1,Others
1226,15,4,182.34,5,1,1,511,0,New Customers
1227,17,4,121.39,4,1,1,411,0,New Customers
1228,163,17,2478.44,1,4,4,144,1,At Risk
1229,70,9,529.74,3,4,4,344,1,Potential Loyalists
1230,289,4,81.56,1,1,1,111,0,Lost
1231,6,50,26632.85,5,5,5,555,1,Champions
1232,28,17,1765.47,4,4,4,444,1,Champions
1233,133,9,529.77,2,4,4,244,1,At Risk
1234,7,18,3231.04,5,4,5,545,1,Champions
1235,379,4,139.03,1,1,1,111,0,Lost
1236,17,8,516.32,4,3,4,434,1,Loyal Customers
1237,27,18,2439.45,4,4,4,444,1,Champions
1238,46,14,325.83,3,4,3,343,0,Others
1239,214,6,362.18,1,2,3,123,0,Lost
1240,3,9,563.69,5,4,4,544,1,Champions
1241,15,36,21531.42,5,5,5,555,1,Champions
1242,138,6,290.51,2,2,2,222,0,Lost
1243,100,5,205.61,2,2,2,222,0,Lost
1244,57,16,2689.12,3,4,5,345,1,Potential Loyalists
1245,8,21,2145.14,5,5,4,554,1,Champions
1246,265,6,201.44,1,2,2,122,0,Lost
1247,55,5,155.21,3,2,1,321,0,Others
1248,48,19,2542.7,3,5,4,354,1,Potential Loyalists
1249,45,9,588.56,3,4,4,344,1,Potential Loyalists
1250,36,8,228.71,4,3,2,432,0,Loyal Customers
1251,48,6,245.92,3,2,2,322,0,Others
1252,68,17,2168.29,3,4,4,344,1,Potential Loyalists
1253,233,3,109.07,1,1,1,111,0,Lost
1254,102,5,101.39,2,2,1,221,0,Lost
1255,81,6,293.88,2,2,2,222,0,Lost
1256,55,9,377.63,3,4,3,343,1,Others
1257,131,4,105.76,2,1,1,211,0,Lost
1258,35,8,245.73,4,3,2,432,0,Loyal Customers
1259,369,2,23.55,1,1,1,111,0,Lost
1260,54,6,297.53,3,2,2,322,0,Others
1261,30,7,400.46,4,3,3,433,1,Loyal Customers
1262,75,5,270.55,3,2,2,322,0,Others
1263,38,10,511.24,4,4,4,444,1,Champions
1264,111,14,2413.77,2,4,4,244,1,At Risk
1265,7,7,235.95,5,3,2,532,0,Loyal Customers
1266,11,19,3602.41,5,5,5,555,1,Champions
1267,61,10,720.14,3,4,4,344,1,Potential Loyalists
1268,19,7,150.95,4,3,1,431,0,Loyal Customers
1269,12,33,16288.58,5,5,5,555,1,Champions
1270,78,14,2657.76,2,4,5,245,1,At Risk
1271,65,19,2806.69,3,5,5,355,1,Potential Loyalists
1272,136,19,3716.19,2,5,5,255,1,At Risk
1273,85,6,517.48,2,2,4,224,1,Lost
1274,10,8,271.41,5,3,2,532,0,Loyal Customers
1275,14,20,2883.54,5,5,5,555,1,Champions
1276,659,1,95.84,1,1,1,111,0,Lost
1277,247,6,250.41,1,2,2,122,0,Lost
1278,38,8,595.98,4,3,4,434,1,Loyal Customers
1279,283,4,277.66,1,1,2,112,0,Lost
1280,174,3,99.95,1,1,1,111,0,Lost
1281,200,15,2271.77,1,4,4,144,1,At Risk
1282,42,2,78.82,3,1,1,311,0,Others
1283,3,8,408.44,5,3,3,533,1,Loyal Customers
1284,62,6,323.82,3,2,3,323,0,Others
1285,63,7,450.94,3,3,3,333,1,Others
1286,29,9,578.6,4,4,4,444,1,Champions
1287,165,6,504.08,1,2,4,124,1,Lost
1288,83,6,315.99,2,2,3,223,0,Lost
1289,1,32,19847.5,5,5,5,555,1,Champions
1290,50,20,2889.4,3,5,5,355,1,Potential Loyalists
1291,33,5,242.66,4,2,2,422,0,New Customers
1292,46,5,142.62,3,2,1,321,0,Others
1293,267,5,235.84,1,2,2,122,0,Lost
1294,5,22,3352.95,5,5,5,555,1,Champions
1295,24,7,279.61,4,3,2,432,0,Loyal Customers
1296,17,26,4761.65,4,5,5,455,1,Champions
1297,51,7,285.18,3,3,2,332,0,Others
1298,48,18,3458.57,3,4,5,345,1,Potential Loyalists
1299,2,3,201.47,5,1,2,512,0,New Customers
1300,21,6,364.24,4,2,3,423,0,New Customers
1301,140,5,295.22,2,2,2,222,0,Lost
1302,20,23,3944.27,4,5,5,455,1,Champions
1303,225,7,381.35,1,3,3,133,1,At Risk
1304,2,21,3469.24,5,5,5,555,1,Champions
1305,24,8,314.32,4,3,3,433,0,Loyal Customers
1306,13,15,2007.18,5,4,4,544,1,Champions
1307,196,3,90.7,1,1,1,111,0,Lost
1308,206,6,417.7,1,2,3,123,1,Lost
1309,15,9,290.18,5,4,2,542,0,Loyal Customers
1310,190,7,196.78,1,3,1,131,0,At Risk
1311,65,8,480.04,3,3,4,334,1,Potential Loyalists
1312,20,45,22326.19,4,5,5,455,1,Champions
1313,110,5,370.47,2,2,3,223,0,Lost
1314,4,6,430.61,5,2,3,523,1,New Customers
1315,160,5,320.51,1,2,3,123,0,Lost
1316,131,2,35.51,2,1,1,211,0,Lost
1317,8,7,385.7,5,3,3,533,1,Loyal Customers
1318,111,6,205.75,2,2,2,222,0,Lost
1319,93,23,2907.43,2,5,5,255,1,At Risk
1320,14,5,289.34,5,2,2,522,0,New Customers
1321,245,6,231.02,1,2,2,122,0,Lost
1322,14,7,509.6,5,3,4,534,1,Loyal Customers
1323,22,8,458.26,4,3,3,433,1,Loyal Customers
1324,56,8,227.34,3,3,2,332,0,Others
1325,97,7,284.54,2,3,2,232,0,At Risk
1326,174,6,207.05,1,2,2,122,0,Lost
1327,146,6,360.35,1,2,3,123,0,Lost
1328,123,6,313.62,2,2,3,223,0,Lost
1329,113,5,195.36,2,2,1,221,0,Lost
1330,108,12,810.85,2,4,4,244,1,At Risk
1331,17,7,207.46,4,3,2,432,0,Loyal Customers
1332,236,4,222.35,1,1,2,112,0,Lost
1333,97,4,217.63,2,1,2,212,0,Lost
1334,4,8,554.34,5,3,4,534,1,Loyal Customers
1335,81,3,106.96,2,1,1,211,0,Lost
1336,460,2,94.55,1,1,1,111,0,Lost
1337,356,6,174.71,1,2,1,121,0,Lost
1338,14,21,3820.19,5,5,5,555,1,Champions
1339,104,7,491.23,2,3,4,234,1,At Risk
1340,22,18,2411.47,4,4,4,444,1,Champions
1341,20,26,6113.69,4,5,5,455,1,Champions
1342,59,19,3499.86,3,5,5,355,1,Potential Loyalists
1343,7,25,3015.32,5,5,5,555,1,Champions
1344,250,5,268.63,1,2,2,122,0,Lost
1345,3,14,1574.34,5,4,4,544,1,Champions
1346,29,8,383.3,4,3,3,433,1,Loyal Customers
1347,81,8,373.5,2,3,3,233,0,At Risk
1348,288,5,136.73,1,2,1,121,0,Lost
1349,12,22,4833.04,5,5,5,555,1,Champions
1350,85,12,415.58,2,4,3,243,1,At Risk
1351,60,6,215.97,3,2,2,322,0,Others
1352,477,3,171.85,1,1,1,111,0,Lost
1353,15,6,432.56,5,2,3,523,1,New Customers
1354,28,1,55.27,4,1,1,411,0,New Customers
1355,101,5,257.88,2,2,2,222,0,Lost
1356,63,9,633.57,3,4,4,344,1,Potential Loyalists
1357,29,16,1799.73,4,4,4,444,1,Champions
1358,127,7,330.42,2,3,3,233,0,At Risk
1359,122,5,357.79,2,2,3,223,0,Lost
1360,64,17,2281.12,3,4,4,344,1,Potential Loyalists
1361,16,6,309.93,5,2,3,523,0,New Customers
1362,175,5,242.06,1,2,2,122,0,Lost
1363,549,5,326.51,1,2,3,123,0,Lost
1364,47,10,479.84,3,4,4,344,1,Potential Loyalists
1365,9,7,279.05,5,3,2,532,0,Loyal Customers
1366,14,6,244.64,5,2,2,522,0,New Customers
1367,1,9,322.93,5,4,3,543,0,Loyal Customers
1368,267,3,137.65,1,1,1,111,0,Lost
1369,457,5,175.91,1,2,1,121,0,Lost
1370,294,3,187.77,1,1,1,111,0,Lost
1371,111,6,219.58,2,2,2,222,0,Lost
1372,23,7,455.03,4,3,3,433,1,Loyal Customers
1373,28,15,2199.26,4,4,4,444,1,Champions
1374,102,11,399.1,2,4,3,243,1,At Risk
1375,93,8,622.84,2,3,4,234,1,At Risk
1376,140,20,1732.39,2,5,4,254,1,At Risk
1377,2,33,11540.19,5,5,5,555,1,Champions
1378,378,2,89.75,1,1,1,111,0,Lost
1379,71,9,529.09,3,4,4,344,1,Potential Loyalists
1380,182,8,346.55,1,3,3,133,0,At Risk
1381,19,8,536.66,4,3,4,434,1,Loyal Customers
1382,7,10,445.37,5,4,3,543,1,Loyal Customers
1383,36,11,311.58,4,4,3,443,0,Loyal Customers
1384,279,7,290.87,1,3,2,132,0,At Risk
1385,519,1,57.21,1,1,1,111,0,Lost
1386,68,6,220.05,3,2,2,322,0,Others
1387,372,2,104.35,1,1,1,111,0,Lost
1388,48,3,127.5,3,1,1,311,0,Others
1389,28,9,182.07,4,4,1,441,0,Loyal Customers
1390,28,8,450.77,4,3,3,433,1,Loyal Customers
1391,144,6,368.86,2,2,3,223,0,Lost
1392,25,17,2690.82,4,4,5,445,1,Champions
1393,19,14,1702.94,4,4,4,444,1,Champions
1394,40,7,311.86,4,3,3,433,0,Loyal Customers
1395,8,17,1721.23,5,4,4,544,1,Champions
1396,215,3,232.03,1,1,2,112,0,Lost
1397,168,4,264.9,1,1,2,112,0,Lost
1398,90,5,352.19,2,2,3,223,0,Lost
1399,119,5,119.22,2,2,1,221,0,Lost
1400,235,5,85.05,1,2,1,121,0,Lost
1401,227,8,250.79,1,3,2,132,0,At Risk
1402,2,29,3446.18,5,5,5,555,1,Champions
1403,102,4,171.34,2,1,1,211,0,Lost
1404,73,8,404.79,3,3,3,333,1,Others
1405,195,6,542.31,1,2,4,124,1,Lost
1406,25,4,321.83,4,1,3,413,0,New Customers
1407,559,2,175.83,1,1,1,111,0,Lost
1408,46,19,3351.72,3,5,5,355,1,Potential Loyalists
1409,89,5,243.1,2,2,2,222,0,Lost
1410,86,8,333.05,2,3,3,233,0,At Risk
1411,18,8,575.32,4,3,4,434,1,Loyal Customers
1412,116,20,2357.38,2,5,4,254,1,At Risk
1413,161,4,85.25,1,1,1,111,0,Lost
1414,137,4,127.22,2,1,1,211,0,Lost
1415,5,19,2671.87,5,5,5,555,1,Champions
1416,293,2,82.55,1,1,1,111,0,Lost
1417,35,6,294.92,4,2,2,422,0,New Customers
1418,9,20,3315.3,5,5,5,555,1,Champions
1419,67,7,331.61,3,3,3,333,0,Others
1420,92,8,348.99,2,3,3,233,0,At Risk
1421,89,5,170.51,2,2,1,221,0,Lost
1422,113,6,419.83,2,2,3,223,1,Lost
1423,87,8,345.86,2,3,3,233,0,At Risk
1424,24,7,433.05,4,3,3,433,1,Loyal Customers
1425,16,19,3647.26,5,5,5,555,1,Champions
1426,69,4,294.15,3,1,2,312,0,Others
1427,52,12,645.23,3,4,4,344,1,Potential Loyalists
1428,15,16,1565.1,5,4,4,544,1,Champions
1429,61,23,3100.93,3,5,5,355,1,Potential Loyalists
1430,132,12,658.68,2,4,4,244,1,At Risk
1431,132,5,293.78,2,2,2,222,0,Lost
1432,22,7,432.21,4,3,3,433,1,Loyal Customers
1433,4,3,87.34,5,1,1,511,0,New Customers
1434,4,10,673.82,5,4,4,544,1,Champions
1435,132,4,274.48,2,1,2,212,0,Lost
1436,17,6,229.94,4,2,2,422,0,New Customers
1437,2,23,4212.08,5,5,5,555,1,Champions
1438,12,45,23290.79,5,5,5,555,1,Champions
1439,273,2,134.67,1,1,1,111,0,Lost
1440,4,38,19072.36,5,5,5,555,1,Champions
1441,99,3,140.37,2,1,1,211,0,Lost
1442,10,6,388.64,5,2,3,523,1,New Customers
1443,293,4,347.72,1,1,3,113,0,Lost
1444,150,19,2433.64,1,5,4,154,1,At Risk
1445,400,3,110.16,1,1,1,111,0,Lost
1446,32,25,4326.32,4,5,5,455,1,Champions
1447,101,5,300.67,2,2,2,222,0,Lost
1448,242,5,303.47,1,2,2,122,0,Lost
1449,2,18,2875.91,5,4,5,545,1,Champions
1450,30,19,2447.43,4,5,4,454,1,Champions
1451,163,4,303.88,1,1,2,112,0,Lost
1452,277,5,249.81,1,2,2,122,0,Lost
1453,12,15,2601.88,5,4,4,544,1,Champions
1454,85,5,102.8,2,2,1,221,0,Lost
1455,113,13,1033.79,2,4,4,244,1,At Risk
1456,1,10,572.08,5,4,4,544,1,Champions
1457,644,2,111.46,1,1,1,111,0,Lost
1458,136,8,391.53,2,3,3,233,1,At Risk
1459,14,5,154.11,5,2,1,521,0,New Customers
1460,89,19,2338.63,2,5,4,254,1,At Risk
1461,267,4,173.54,1,1,1,111,0,Lost
1462,62,6,386.38,3,2,3,323,1,Others
1463,54,22,3277.78,3,5,5,355,1,Potential Loyalists
1464,63,23,2203.68,3,5,4,354,1,Potential Loyalists
1465,50,9,431.96,3,4,3,343,1,Others
1466,157,8,408.42,1,3,3,133,1,At Risk
1467,9,48,28365.32,5,5,5,555,1,Champions
1468,44,7,193.67,3,3,1,331,0,Others
1469,209,16,2356.58,1,4,4,144,1,At Risk
1470,36,6,347.68,4,2,3,423,0,New Customers
1471,9,20,3021.54,5,5,5,555,1,Champions
1472,44,4,167.8,3,1,1,311,0,Others
1473,1,22,4687.97,5,5,5,555,1,Champions
1474,139,5,241.99,2,2,2,222,0,Lost
1475,83,7,433.28,2,3,3,233,1,At Risk
1476,17,5,208.4,4,2,2,422,0,New Customers
1477,110,3,180.73,2,1,1,211,0,Lost
1478,98,10,384.53,2,4,3,243,1,At Risk
1479,67,8,530.34,3,3,4,334,1,Potential Loyalists
1480,335,5,152.06,1,2,1,121,0,Lost
1481,33,19,2759.81,4,5,5,455,1,Champions
1482,32,31,9258.44,4,5,5,455,1,Champions
1483,43,8,169.15,3,3,1,331,0,Others
1484,108,6,414.17,2,2,3,223,1,Lost
1485,62,7,329.85,3,3,3,333,0,Others
1486,107,8,291.81,2,3,2,232,0,At Risk
1487,68,9,368.64,3,4,3,343,0,Others
1488,93,5,373.8,2,2,3,223,0,Lost
1489,5,21,2985.55,5,5,5,555,1,Champions
1490,133,10,483.06,2,4,4,244,1,At Risk
1491,21,20,3892.82,4,5,5,455,1,Champions
1492,28,25,3163.37,4,5,5,455,1,Champions
1493,21,8,536.24,4,3,4,434,1,Loyal Customers
1494,81,7,435.56,2,3,3,233,1,At Risk
1495,147,6,176.72,1,2,1,121,0,Lost
1496,307,7,396.8,1,3,3,133,1,At Risk
1497,126,5,389.55,2,2,3,223,1,Lost
1498,5,5,254.44,5,2,2,522,0,New Customers
1499,41,5,321.7,3,2,3,323,0,Others
1500,102,6,278.73,2,2,2,222,0,Lost
1501,56,3,132.26,3,1,1,311,0,Others
1502,3,20,3477.86,5,5,5,555,1,Champions
1503,388,2,146.56,1,1,1,111,0,Lost
1504,24,16,2778.35,4,4,5,445,1,Champions
1505,129,7,324.1,2,3,3,233,0,At Risk
1506,24,19,2459.57,4,5,4,454,1,Champions
1507,21,7,261.34,4,3,2,432,0,Loyal Customers
1508,90,10,535.78,2,4,4,244,1,At Risk
1509,71,6,354.04,3,2,3,323,0,Others
1510,157,11,385.31,1,4,3,143,1,At Risk
1511,84,6,139.04,2,2,1,221,0,Lost
1512,113,4,387.01,2,1,3,213,1,Lost
1513,38,19,2656.43,4,5,4,454,1,Champions
1514,363,3,104.19,1,1,1,111,0,Lost
1515,122,9,711.37,2,4,4,244,1,At Risk
1516,34,4,268.58,4,1,2,412,0,New Customers
1517,48,8,594.43,3,3,4,334,1,Potential Loyalists
1518,43,4,304.46,3,1,2,312,0,Others
1519,98,6,107.48,2,2,1,221,0,Lost
1520,51,6,296.23,3,2,2,322,0,Others
1521,25,23,3951.11,4,5,5,455,1,Champions
1522,11,16,3120.39,5,4,5,545,1,Champions
1523,60,9,657.83,3,4,4,344,1,Potential Loyalists
1524,112,11,682.73,2,4,4,244,1,At Risk
1525,6,25,4978.86,5,5,5,555,1,Champions
1526,244,3,112.61,1,1,1,111,0,Lost
1527,82,8,491.07,2,3,4,234,1,At Risk
1528,258,3,174.96,1,1,1,111,0,Lost
1529,61,7,336.31,3,3,3,333,0,Others
1530,5,20,3605.26,5,5,5,555,1,Champions
1531,132,10,469.15,2,4,3,243,1,At Risk
1532,180,5,220.06,1,2,2,122,0,Lost
1533,29,6,166.59,4,2,1,421,0,New Customers
1534,188,5,351.63,1,2,3,123,0,Lost
1535,25,7,372.93,4,3,3,433,0,Loyal Customers
1536,209,10,673.1,1,4,4,144,1,At Risk
1537,174,5,340.64,1,2,3,123,0,Lost
1538,257,6,193.66,1,2,1,121,0,Lost
1539,182,5,302.59,1,2,2,122,0,Lost
1540,171,3,131.66,1,1,1,111,0,Lost
1541,9,7,379.95,5,3,3,533,1,Loyal Customers
1542,5,16,873.86,5,4,4,544,1,Champions
1543,41,10,460.78,3,4,3,343,1,Others
1544,2,7,152.52,5,3,1,531,0,Loyal Customers
1545,75,22,3114.92,3,5,5,355,1,Potential Loyalists
1546,217,9,425.76,1,4,3,143,1,At Risk
1547,146,4,157.07,1,1,1,111,0,Lost
1548,13,40,22697.97,5,5,5,555,1,Champions
1549,62,6,122.92,3,2,1,321,0,Others
1550,199,9,239.89,1,4,2,142,0,At Risk
1551,134,3,298.21,2,1,2,212,0,Lost
1552,211,4,282.54,1,1,2,112,0,Lost
1553,3,14,2631.67,5,4,4,544,1,Champions
1554,12,8,480.57,5,3,4,534,1,Loyal Customers
1555,74,10,518.28,3,4,4,344,1,Potential Loyalists
1556,37,9,622.19,4,4,4,444,1,Champions
1557,19,22,4107.45,4,5,5,455,1,Champions
1558,148,6,202.31,1,2,2,122,0,Lost
1559,134,6,359.66,2,2,3,223,0,Lost
1560,88,4,240.53,2,1,2,212,0,Lost
1561,46,14,2502.07,3,4,4,344,1,Potential Loyalists
1562,25,20,2367.15,4,5,4,454,1,Champions
1563,130,7,273.2,2,3,2,232,0,At Risk
1564,29,7,245.6,4,3,2,432,0,Loyal Customers
1565,13,19,2402.52,5,5,4,554,1,Champions
1566,127,6,278.82,2,2,2,222,0,Lost
1567,229,8,569.66,1,3,4,134,1,At Risk
1568,101,4,211.0,2,1,2,212,0,Lost
1569,53,3,193.27,3,1,1,311,0,Others
1570,49,2,81.05,3,1,1,311,0,Others
1571,53,6,359.81,3,2,3,323,0,Others
1572,130,7,580.02,2,3,4,234,1,At Risk
1573,8,10,425.02,5,4,3,543,1,Loyal Customers
1574,21,6,382.7,4,2,3,423,1,New Customers
1575,133,4,240.06,2,1,2,212,0,Lost
1576,83,20,3079.58,2,5,5,255,1,At Risk
1577,116,8,491.11,2,3,4,234,1,At Risk
1578,11,5,409.65,5,2,3,523,1,New Customers
1579,157,5,269.37,1,2,2,122,0,Lost
1580,70,7,375.85,3,3,3,333,1,Others
1581,126,8,483.98,2,3,4,234,1,At Risk
1582,66,11,492.51,3,4,4,344,1,Potential Loyalists
1583,57,3,109.55,3,1,1,311,0,Others
1584,128,4,293.28,2,1,2,212,0,Lost
1585,19,8,449.43,4,3,3,433,1,Loyal Customers
1586,10,9,312.25,5,4,3,543,0,Loyal Customers
1587,467,1,31.33,1,1,1,111,0,Lost
1588,236,5,158.58,1,2,1,121,0,Lost
1589,7,24,3287.06,5,5,5,555,1,Champions
1590,3,13,1457.14,5,4,4,544,1,Champions
1591,15,14,1869.24,5,4,4,544,1,Champions
1592,33,5,341.58,4,2,3,423,0,New Customers
1593,6,5,222.22,5,2,2,522,0,New Customers
1594,101,3,77.36,2,1,1,211,0,Lost
1595,101,5,264.44,2,2,2,222,0,Lost
1596,38,7,459.92,4,3,3,433,1,Loyal Customers
1597,99,10,305.5,2,4,2,242,0,At Risk
1598,137,3,146.87,2,1,1,211,0,Lost
1599,13,4,156.44,5,1,1,511,0,New Customers
1600,43,10,333.12,3,4,3,343,0,Others
1601,244,3,125.08,1,1,1,111,0,Lost
1602,252,9,447.94,1,4,3,143,1,At Risk
1603,89,4,53.46,2,1,1,211,0,Lost
1604,396,7,163.76,1,3,1,131,0,At Risk
1605,1,9,521.21,5,4,4,544,1,Champions
1606,12,12,1632.19,5,4,4,544,1,Champions
1607,90,6,263.83,2,2,2,222,0,Lost
1608,292,4,210.03,1,1,2,112,0,Lost
1609,43,19,2862.92,3,5,5,355,1,Potential Loyalists
1610,169,8,371.55,1,3,3,133,0,At Risk
1611,35,6,364.66,4,2,3,423,0,New Customers
1612,68,18,1896.97,3,4,4,344,1,Potential Loyalists
1613,94,8,395.66,2,3,3,233,1,At Risk
1614,7,9,641.31,5,4,4,544,1,Champions
1615,69,8,714.35,3,3,4,334,1,Potential Loyalists
1616,181,4,160.65,1,1,1,111,0,Lost
1617,70,8,466.12,3,3,3,333,1,Others
1618,175,4,211.49,1,1,2,112,0,Lost
1619,18,16,2631.66,4,4,4,444,1,Champions
1620,122,4,139.35,2,1,1,211,0,Lost
1621,105,6,342.83,2,2,3,223,0,Lost
1622,1,6,349.66,5,2,3,523,0,New Customers
1623,1,4,228.66,5,1,2,512,0,New Customers
1624,53,7,305.17,3,3,2,332,0,Others
1625,13,10,401.73,5,4,3,543,1,Loyal Customers
1626,5,44,17643.72,5,5,5,555,1,Champions
1627,316,6,243.06,1,2,2,122,0,Lost
1628,131,5,159.98,2,2,1,221,0,Lost
1629,8,23,2166.45,5,5,4,554,1,Champions
1630,171,6,205.69,1,2,2,122,0,Lost
1631,34,26,3327.59,4,5,5,455,1,Champions
1632,42,8,414.5,3,3,3,333,1,Others
1633,291,4,129.98,1,1,1,111,0,Lost
1634,67,21,2911.0,3,5,5,355,1,Potential Loyalists
1635,394,4,219.91,1,1,2,112,0,Lost
1636,46,7,166.0,3,3,1,331,0,Others
1637,158,3,145.37,1,1,1,111,0,Lost
1638,7,19,2594.74,5,5,4,554,1,Champions
